database_identifier	chemical_formula	smiles	inchi	metabolite_identification	chemical_shift	multiplicity	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	0_0001_S	0_0002_S	0_0003_S	0_0004_S	0_0008_S	0_0009_S	0_0012_S	0_0014_S	0_0025_S	0_0027_S	0_0029_S	0_0030_S	0_0033_S	0_0037_S	0_0038_S	0_0041_S	0_0045_S	0_0046_S	0_0052_S	0_0053_S	0_0054_S	0_0055_S	0_0058_S	0_0063_S	0_0069_S	0_0073_S	0_0079_S	0_0081_S	0_0089_S	0_0092_S	0_0095_S	0_0099_S	0_0100_S	0_0103_S	0_0106_S	0_0110_S	0_0112_S	0_0114_S	0_0116_S	0_0117_S	0_0118_S	0_0134_S	0_0135_S	0_0139_S	0_0144_S	0_0153_S	0_0154_S	0_0155_S	0_0161_S	0_0163_S	0_0170_S	0_0178_S	0_0192_S	0_0202_S	0_0211_S	0_0212_S	0_0216_S	0_0217_S	0_0227_S	0_0237_S	0_0242_S	0_0246_S	0_0248_S	0_0256_S	0_0262_S	0_0268_S	0_0273_S	0_0278_S	0_0281_S	0_0283_S	0_0287_S	0_0289_S	0_0290_S	0_0296_S	0_0304_S	0_0306_S	0_0309_S	0_0311_S	0_0322_S	0_0323_S	0_0330_S	0_0346_S	0_0347_S	0_0356_S	0_0369_S	0_0370_S	0_0376_S	0_0379_S	0_0384_S	0_0397_S	0_0399_S	0_0406_S	0_0409_S	0_0412_S	0_0427_S	0_0432_S	0_0447_S	0_0459_S	0_0468_S	0_0471_S	0_0498_S	0_0546_S	0_0594-S	0-0671-S	0-0693-S	0-0758-S	1_0001_S	1_0002_S	1_0003_S	1_0004_S	1_0008_S	1_0009_S	1_0012_S	1_0014_S	1_0025_S	1_0030_S	1_0033_S	1_0037_S	1_0038_S	1_0041_S	1_0045_S	1_0046_S	1_0052_S	1_0053_S	1_0054_S	1_0055_S	1_0058_S	1_0063_S	1_0069_S	1_0073_S	1_0079_S	1_0081_S	1_0089_S	1_0092_S	1_0095_S	1_0099_S	1_0100_S	1_0103_S	1_0106_S	1_0112_S	1_0114_S	1_0116_S	1_0117_S	1_0118_S	1_0134_S	1_0135_S	1_0139_S	1_0144_S	1_0153_S	1_0154_S	1_0155_S	1_0161_S	1_0163_S	1_0178_S	1_0192_S	1_0202_S	1_0211_S	1_0212_S	1_0216_S	1_0217_S	1_0227_S	1_0237_S	1_0242_S	1_0246_S	1_0248_S	1_0256_S	1_0268_S	1_0273_S	1_0281_S	1_0283_S	1_0287_S	1_0289_S	1_0290_S	1_0296_S	1_0304_S	1_0306_S	1_0309_S	1_0322_S	1_0323_S	1_0330_S	1_0346_S	1_0347_S	1_0356_S	1_0369_S	1_0370_S	1_0376_S	1_0379-S	1_0384_S	1_0397_S	1_0399_S	1_0406_S	1_0409_S	1_0412_S	1_0427_S	1_0432_S	1_0447_S	1_0459_S	1_0468_S	1_0471_S	1_0498_S	1_0546_S	1-0671-S	1-0693-S	1-0758-S	2_0001_S	2_0002_S	2_0003_S	2_0004_S	2_0008_S	2_0009_S	2_0010_S	2_0012_S	2_0014_S	2_0025_S	2_0027_S	2_0029_S	2_0030_S	2_0033_S	2_0037_S	2_0038_S	2_0041_S	2_0045_S	2_0046_S	2_0052_S	2_0053_S	2_0054_S	2_0055_S	2_0058_S	2_0063_S	2_0069_S	2_0073_S	2_0079_S	2_0081_S	2_0089_S	2_0092_S	2_0095_S	2_0099_S	2_0100_S	2_0103_S	2_0106_S	2_0112_S	2_0114_S	2_0116_S	2_0117_S	2_0118_S	2_0134_S	2_0135_S	2_0139_S	2_0144_S	2_0153_S	2_0154_S	2_0155_S	2_0161_S	2_0163_S	2_0170_S	2_0178-S	2_0192_S	2_0202_S	2_0211_S	2_0212_S	2_0216_S	2_0217_S	2_0227_S	2_0237-S	2_0242_2	2_0246_S	2_0248_S	2_0256_S	2_0262_S	2_0268_S	2_0273-S	2_0281_S	2_0283_S	2_0289_S	2_0296_S	2_0304_S	2_0306_S	2_0309_S	2_0311-S	2-0322-S	2_0323_S	2_0330-S	2_0346-S	2_0347_S	2_0356_S	2_0369_S	2_0370_S	2_0376_S	2_0379-S	2_0384_S	2_0397_S	2_0399_S	2-0406-S	2_0409_S	2_0412_S	2_0427_S	2_0432_S	2_0447_S	2_0459_S	2_0468_S	2_0498_S	2_0546_S	3_0001_S	3_0002_S	3_0003_S	3_0004_S	3_0008_S	3_0009_S	3_0012_S	3_0014_S	3_0025_S	3_0027_S	3_0029_S	3_0030_S	3_0033_S	3_0037_S	3_0038_S	3_0041_S	3_0045_S	3_0046_S	3_0052_S	3_0053_S	3_0054_S	3_0055_S	3_0058_S	3_0063_S	3_0069_S	3_0073_S	3_0079_S	3_0081_S	3_0089_S	3_0092_S	3_0095_S	3_0099_S	3_0100_S	3_0103_S	3_0106_S	3_0112_S	3_0114_S	3_0116_S	3_0117_S	3_0118_S	3_0134_S	3_0135_S	3_0139_S	3_0144_S	3_0153_S	3_0155_S	3_0161_S	3_0163_S	3_0170_S	3-0178-S	3_0192_S	3_0211-S	3_0216_S	3_0217_S	3_0227_S	3_0237-S	3_0242_S	3_0246_S	3_0256_S	3_0262_S	3_0268_S	3_0273-S	3_0281_S	3_0283_S	3_0287_S	3_0289-S	3_0296_S	3_0304_S	3_0306_S	3_0309_S	3_0311_S	3-0322-S	3_0323_S	3_0330_S	3_0347_S	3_0369_S	3_0370_S	3_0376_S	3_0379_S	3_0384_S	3_0399_S	3_0406_S	3_0409_S	3_0412_S	3_0427_S	3_0432_S	3_0447_S	3_0459_S	3_0468_S	3_0498_S	3_0546_S	3_0594-S	4_0003_S	4_0008_S	4_0009_S	4_0014_S	4_0027_S	4_0029_S	4_0033_S	4_0037_S	4_0038_S	4_0041_S	4_0046-S	4_0053_S	4_0054-S	4_0063_S	4_0069_S	4_0079_S	4_0089_S	4_0095-S	4_0100_S	4_0106-S	4_0112_S	4_0116_S	4_0117_S	4_0118_S	4_0135_S	4_0139_S	4_0144_S	4_0153_S	4_0161_S	4_0170_S	4-0178-S	4_0202_S	4_0212_S	4_0227_S	4_0242_S	4_0246_S	4_0248_S	4_0256_S	4_0262_S	4_0268_S	4_0273-S	4_0278_S	4_0281_S	4_0283_S	4_0287_S	4_0289-S	4_0296_S	4-0304-S	4_0306_S	4_0309_S	4_0311_S	4_0322_S	4_0323_S	4_0330_S	4_0346-S	4_0347_S	4_0369_S	4_0370_S	4_0376_S	4_0379_S	4_0384_S	4_0399_S	4_0406_S	4_0409_S	4_0412_S	4_0427_S	4_0432_S	4_0459_S	4_0468_S	4_0498_S	4_0546_S
CHEBI:17066	C4H8O3	C[C@@H](O)CC(O)=O	"InChI=1S/C4H8O3/c1-3(5)2-4(6)7/h3,5H,2H2,1H3,(H,6,7)/t3-/m1/s1"	(R)-3-Hydroxybutyric acid			NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens										5.847646243	0.965907718	6.712743389	0	0	0	7.972163704	0	0	3.125682549	0	1.75821524	4.363324786	87.1889219	0	74.40319023	0	0	0	49.04995778	7.357997939	0.070480999	0	56.58793652	10.73239684	0	0	20.16506278	41.51266496	0	4.019941855	3.689578685	0	0	10.44229881	0	0	27.14057103	16.26693828	0	10.424051	1.231888965	20.28219768	0	0	11.44825971	5.131328669	0	7.867807136	0	0	0	24.71108415	51.9641658	11.58892221	0	6.198349186	3.123178226	19.30775813	14.38133783	0	0	0	0	0	0	0	1.588732612	0	3.76348828	5.76591313	56.16767999	0	2.929166701	15.00347606	0	0.979802139	0	7.423637613	72.19575309	0.930921896	3.881254649	0	11.21777513	0	0	28.26329616	5.160686144	25.55877753	7.762021224	0	9.297431806	0	0.707543102	0	0	4.539145432	13.60537451	249.6124754	0	35.30482769	16.31103246	7.766425272	6.153078951	0	38.45248848	86.82185267	4.623141267	7.907505056	14.64548056	0	0	29.62792529	39.31544999	570.5560047	28.94880143	106.4856072	166.8331786	31.29980474	26.33391142	161.2284244	0	180.0994359	55.27226718	124.8319833	22.97315444	73.22443727	43.64681248	79.21446119	54.92490248	42.39908224	60.05058302	109.3768521	0.239628592	57.51092229	36.58897252	26.58237458	57.00560439	117.3528239	80.13658918	239.7858879	22.4013459	187.0397092	129.8961547	38.8183782	0	151.3514679	10.59533996	91.07029957	97.18362971	25.45730522	31.51176531	3.21536511	0	4.361345364	9.17877064	148.0123582	9.093434412	51.89380212	10.22103247	1.076741223	183.1794613	301.0157952	264.5575958	55.8806749	140.7192401	3.689495551	2.468701767	74.88231648	0	12.79746732	35.15135501	1.73641084	150.636902	26.03665683	4.573685784	2.006107884	121.0106846	22.85285895	9.107691436	52.35241641	107.5725888	10.91611286	14.78584565	103.0393085	22.08852819	252.9087124	52.6296933	0	37.19616157	10.45101143	23.89534602	4.710999808	45.40371316	44.61797186	14.7903005	10.72468067	0.784823646	8.23165428	173.4754503	28.98332363	7.532357189	21.14958074	76.92517435	0	7.289679	8.321987312	0	19.70743899	0	0.295793412	9.027669339	19.49004303	131.938168	20.68489953	0	40.70233945	103.9601617	0	0	108.1032077	0	95.22270427	50.22411366	71.09942905	34.58003409	73.80723178	0.516611994	23.34903742	3.799005102	14.49986617	0	26.56332558	0	131.3673582	28.91618686	20.59597423	29.74245496	0	34.86351191	7.601677059	47.84829172	79.9032332	1.446111077	8.414297304	0	15.86194709	49.82539925	18.00452649	168.6401086	8.887437816	0	0	0	0	0	16.82352377	90.13683546	6.743990659	10.33920482	10.60987876	7.964774882	220.9170388	81.12371438	22.72465096	20.37046155	139.5686191	6.252680928	0	0	0	0	0	0	25.5524078	16.87155671	4.784217541	30.16890854	0	0	24.06346308	1.645241324	8.447975141	21.83879567	3.29709667	0	130.6068543	34.74405489	34.89692743	13.78506989	0	0	8.529661879	2.536571073	22.60416976	12.32061663	31.33895347	0	0	9.434670957	175.4445464	15.42004537	8.635528857	14.58423871	65.43117715	0.081243068	0	0	0	0.142018206	5.787186365	2.466310328	0.731865514	60.27503968	0	37.31612816	0	0	0	19.30919543	51.2884123	15.33142728	0	0	4.930938492	3.491653737	0	12.64811457	0	11.09495408	0	16.84084639	28.76516139	39.94707985	0	0	73.96488536	0	13.70777335	60.5863418	0	1.89001832	0	0	0.71716044	16.64107685	40.5412965	0	5.906681093	0	0	21.95524395	7.381951457	0	39.62797412	1.516250186	23.12537024	75.80629408	0	1.400383651	7.846355648	0.237106677	0.922207726	0	1.374143735	35.16140842	83.16874146	0	34.0792707	9.274391713	12.51287886	0	0	0	13.33904851	4.577028898	13.99694178	0	33.51948078	0	15.71380772	75.27733396	0	11.98739279	3.402671972	0	0.428100861	13.71925059	0	0.341445104	18.90506544	46.69419206	0	4.483733393	31.07721674	5.052110109	0	4.131725045	4.773244092	0	20.97901123	34.37273612	0	0	32.78695927	11.20471151	7.637210802	0	0	2.52128372	2.033288773	9.942957316	0	33.13583944	2.243695143	0	0	0.016731981	8.739311269	0	10.2712377	0	2.543578786	1.763687065	0	2.623694561	0	25.13529539	0.446131007	10.56859261	0	0	0	0	2.986140142	6.32775997	1.081565107	0	4.457962236	2.127113217	3.510148167	0	3.868367361	4.493162497	0	1.150643724	18.33583175	33.55233657	0	5.354518167	0	155.5667159	18.39564338	12.98823847	15.94420059	0	0	8.551684975	0	0	0	13.67809607	66.83290502	35.39250456	5.421623647
CHEBI:15366	C2H4O2	CC(O)=O	"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)"	acetate			NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens										77.30376571	45.77924789	122.1497352	22.45366579	77.44292718	50.55375594	24.46370103	37.37366353	29.07840829	64.62796523	29.19066676	35.2910983	23.46235282	52.31924066	33.62966361	86.62283849	43.98457534	38.80956274	74.42744004	34.05782601	44.24100823	80.23856322	33.6481602	70.63689745	52.71208023	34.34335178	76.84508005	76.79173126	40.36984894	35.55461862	49.89596442	65.8380863	37.39516328	37.02476548	63.80064	55.64766727	39.10392217	52.1713578	47.63781571	39.49626174	41.32809408	53.80559993	46.45784021	36.56140058	68.98875788	82.38992832	68.27633071	92.68565143	95.11316438	74.83176364	35.74388525	53.17402386	26.64587351	46.19715197	35.51000626	50.29211219	35.91136607	26.71986184	114.4582119	45.31206486	28.87104842	15.07828678	27.08125265	30.87946735	30.83208872	46.23657224	41.73900383	30.80813816	34.56903401	122.4517391	93.62246401	55.82150496	22.62729624	21.31873516	52.91142137	30.99461374	26.88210754	22.74303175	18.07750115	36.13186734	34.8790367	35.12039331	28.0399295	27.68806341	38.79461735	34.03925874	65.0151892	35.78435425	44.94046288	41.23837133	43.85542791	53.05805701	39.92799082	42.31702386	24.34801041	29.3281657	33.46824955	24.69703651	46.75193015	26.89381723	42.68050739	46.34573562	39.36891734	21.91292726	44.0388529	35.09575501	71.85423535	33.44899447	90.32870931	45.16471498	36.70584994	31.82674899	19.19343046	40.49924278	104.5586616	58.34959688	35.62272223	67.07166994	59.75194957	54.97779513	48.44707382	60.64625592	58.67141889	52.04476712	41.59968081	41.87200393	50.70553073	52.15864374	50.38608545	73.55563071	44.01591628	65.68200844	74.60836095	84.30711363	43.24679773	73.28000103	65.24692503	62.54068709	55.68442263	56.04688414	50.62113487	23.50796277	52.13699424	48.71229143	38.33014195	29.71716432	60.20111169	48.78283162	55.68683694	36.16067907	29.6036943	50.65823265	55.75856226	30.64128873	40.06192056	33.06924737	137.9161977	37.90388857	46.75140631	41.81944613	47.06708722	121.5119234	48.35207461	64.51550738	69.60273485	46.94550037	77.57722409	49.35120915	55.7240917	32.8552097	75.2222611	46.2035342	54.09102041	90.06837551	41.59072836	46.40352023	47.11164403	30.73107483	44.4746412	31.80036871	63.10387348	33.08837853	52.37355921	29.09888723	48.8346857	64.50176202	65.30312488	53.33537069	39.32746792	115.7958584	64.64483416	39.43688855	40.28146274	38.10094799	41.55801469	69.63748919	20.11808118	43.06792334	45.91524031	46.94086769	53.01213064	23.98522125	35.37451893	53.53190266	88.62488796	63.74695093	198.3484929	33.44925214	30.31051155	30.08732511	20.33774175	106.4282062	75.15750966	78.04848507	134.3653172	51.58633484	46.56872656	28.89495348	30.2583548	43.04834153	42.70488022	28.30090693	63.10225515	45.01245087	41.11831718	66.83597546	32.97665541	31.98649866	42.81235763	48.53734262	41.37268608	46.55062301	29.10203385	41.41374664	77.20700373	47.60541251	104.0005341	32.02011843	42.66814891	78.39440316	32.67575085	74.96991429	57.45088067	44.55145254	43.55446508	36.10674968	51.86842518	59.39577802	32.46785397	61.48917038	39.49467739	40.58086819	49.42643393	38.18741394	27.72846877	127.4408339	49.34919702	98.52371967	55.42265217	31.68174477	33.51381935	33.37907809	97.02372544	59.67996245	54.40080043	70.67968991	60.83863452	34.52248038	37.93995861	40.6290749	37.38364456	56.98119056	42.58219272	51.74934657	89.0634853	38.64645027	60.78195815	40.20985375	49.37995382	32.13611272	68.48184537	32.22993391	56.58709216	61.81956494	38.38010573	32.64488341	41.49083887	35.3224937	83.93187452	107.05675	29.47166747	55.75497991	56.99714341	36.58822978	36.86877717	47.32178247	27.85513935	34.15414673	34.20205347	61.27800583	44.43814423	63.23464356	78.74173043	91.98066952	101.2134216	22.94148686	51.15579373	30.29841006	32.14555679	44.59955467	47.88141463	76.84310816	60.66038128	33.67503338	36.69930833	82.62017866	33.05134005	26.96416015	26.58594311	40.56158756	61.54983855	45.58677507	36.34948943	30.19627927	45.34214509	34.57076079	54.1759151	32.36259338	33.09112233	53.77466861	61.36885534	43.01614582	52.34292477	84.14652616	42.05606831	33.62238651	43.44139886	33.23545404	44.74560538	54.75767217	36.56945484	115.3469908	37.80427613	34.61136602	44.05650687	40.60891595	75.32676829	70.43337416	53.01072803	38.18671218	23.66893553	26.84550922	38.31276271	30.21014467	70.43534829	32.51026787	68.27382145	52.91025485	46.74563304	52.88708749	40.31527635	47.8252127	111.9645683	60.38087234	53.93230135	39.56798561	61.89074615	43.85978217	25.82130139	63.99530813	75.77707694	25.1342162	46.05068051	20.32155472	53.30663502	33.04982963	65.65108152	34.82151861	46.00172244	29.06429428	62.72243258	100.3486445	94.1077042	38.83242536	33.46529878	44.32199087	34.25172536	31.04347291	30.9047848	26.52165476	40.65575445	28.25428446	28.47960027	39.37730416	138.0614009	61.01829584	56.75055577	53.80893494	62.60946349	63.31077825	66.25444845	62.09369661	48.80533283	53.44986877	66.97143847	84.65841564	63.21165977	66.34355996	63.4053199	67.55434737	94.53510108	52.6833382	73.76501616	62.19332983	26.36699755	52.98189631	93.9498366	62.38707824	39.75110367	29.92190142	44.55411546	65.25146869	69.87639047	29.92760139	44.4499314	100.9148548	42.23182034	94.88908596	28.2946545	62.04542106	35.12648505	73.71369326	41.07329769	29.21070747	35.28362894	24.37318443	41.34394452	55.46562644	84.06888589	69.73675725	161.7400107	55.12491208	28.08335948	41.28492126	61.91802616	45.04895776	40.1162087	42.68369887	37.00559237	33.11865099	33.35152928	63.68720272	27.31939604	83.52113128	138.686813	27.4444185	38.7749908	27.74219576	39.10438257	42.38050578	24.09399994	30.92733237	53.87377003	27.92244819	37.84284044
CHEBI:15344	C4H6O3	CC(=O)CC(O)=O	"InChI=1S/C4H6O3/c1-3(5)2-4(6)7/h2H2,1H3,(H,6,7)"	acetoacetate			NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606	Homo sapiens										60.50873642	79.48580922	56.91450528	28.91957251	31.10753817	40.53575628	48.96212595	37.99498779	44.07078957	25.93106187	36.02157372	55.640623	48.58676654	123.8649565	15.75845748	231.4823848	54.047247	46.71555946	28.93624855	171.0002841	69.06208594	54.83545462	41.51944695	200.6892827	63.52112909	14.88707924	43.2011105	87.84780333	174.609286	25.44015647	58.52890953	39.57321895	15.65175009	25.8952053	55.2797846	31.031795	47.78491774	122.2074065	99.36064699	59.39964231	65.98434233	39.60765147	41.17460212	62.44103179	18.26717861	60.14691057	85.02901449	26.48769728	52.16517681	22.33354388	47.89596977	50.51481507	95.80059371	149.4848743	79.36595947	32.1981585	84.58813515	0	73.95889341	63.16889033	6.586981139	26.54586165	45.21145169	0	16.01022604	53.91027233	57.34199296	63.70358977	82.88775575	122.866106	52.38050739	196.0040263	43.72959996	44.42791229	62.00548639	27.14137886	16.74794556	18.47688316	71.35200661	242.7908964	53.74522651	27.42170839	17.19456709	39.62618395	24.20431984	19.32806301	96.41682884	39.10122846	97.23568535	43.70633756	50.45024276	65.08191405	29.24077649	20.97711705	19.70657702	14.03605671	37.62073434	30.81346508	337.9723155	16.72158997	121.2370297	73.65010954	60.87187443	39.94851262	34.4481566	132.2198928	287.2726982	66.47506359	66.89247663	79.11712004	30.33470071	54.44866192	85.69487485	87.0873737	801.4202546	66.00817718	221.947391	253.6370116	94.49289949	127.8073265	447.0077076	42.7244467	522.1193994	215.091738	283.1636383	64.75911183	138.4807808	145.0815365	258.3897018	80.47773629	110.278034	192.946113	290.3659959	77.01025605	168.880148	147.1704203	82.04112282	136.0872407	179.7227332	193.55949	312.0569333	76.32593871	438.481112	431.7812238	120.7375832	16.04115949	162.1490622	63.96144148	240.6335802	235.6453537	119.3578567	135.4675908	56.95676795	26.18009005	32.65896566	33.36960431	298.5131009	45.4600725	168.4131766	63.32041907	23.62418287	317.7221365	556.0601518	218.8048296	166.8603904	234.5610972	55.75185643	42.36378615	261.8951202	53.59880794	66.64424673	118.7734645	75.66125537	399.5189858	81.03840606	99.1182085	24.39489604	282.3698804	71.98966973	16.57773081	111.558708	314.0480197	74.80775042	75.19997369	178.927822	62.22932346	661.2463414	106.0611898	27.50816515	199.4143289	108.2951318	87.34941834	43.21348756	73.07567774	74.29911711	58.82661569	46.92162289	23.1952727	68.13940931	318.9200938	101.7862022	84.69630942	89.96951668	238.3639647	57.28149762	78.73008971	83.86961714	33.08021068	84.45424838	23.32668563	66.92027753	68.54820246	82.18461268	312.2040981	78.39705367	36.28004584	132.1115155	2.430818346	26.85470371	41.17942767	297.6092416	55.89635679	217.2805261	181.607315	267.5590684	146.0867235	143.302695	64.54064777	86.40203424	45.71737615	93.09767783	55.9995072	114.6245233	35.43412347	393.1059259	103.5475063	99.75709348	111.834357	31.68425336	147.2247464	73.56255221	157.4802953	169.2736684	59.13251583	68.23774291	17.25089416	46.76685224	160.3716112	91.12801177	454.2919904	78.36209109	111.8555524	56.2751103	36.06020547	21.50441196	48.91837768	88.49930107	181.226609	63.02319455	74.75039457	41.39180159	33.90810872	177.3544766	198.6928397	75.21576942	117.2810366	275.0943996	46.6055649	27.62657012	16.95278246	27.78155046	66.85556887	45.08563132	59.24579868	155.5417183	77.64326974	75.39287866	85.88279396	24.6758621	38.36503682	98.14999531	31.94026796	41.38538207	50.78956725	34.09465	28.69527419	295.4798574	108.1205638	87.83968975	47.22545771	12.7175769	50.09801435	86.8723117	22.04446678	60.74995524	76.52485196	60.98488166	16.53421044	32.00051806	37.04284427	160.0098479	12.06930326	84.8847078	120.5269101	275.0541307	44.73979479	40.34869685	40.49271373	74.0607349	42.26206891	49.52784155	70.97179726	52.59166449	119.8121753	35.96182261	76.66558489	41.12250285	33.62055208	23.35370156	70.80132468	170.1670067	90.92573292	38.02083497	31.27094451	41.24365801	55.37121574	24.4643004	68.78497526	34.72788954	83.13214774	26.87694546	79.8608576	99.26411747	156.4145442	42.32005805	36.96892986	99.72228269	39.5640184	82.22066753	137.5800216	38.61066886	73.5956466	24.42099915	33.11173063	35.3360112	90.08674127	137.7397615	43.32997112	38.88124309	30.52101354	25.40100447	68.98067338	36.81463473	22.149925	86.04124192	15.18035441	63.23527911	172.2831317	21.44509824	62.19334193	42.78386903	56.28836408	92.71811155	31.21445827	20.73466709	144.7890283	155.9740727	37.37512899	124.9732365	69.90022509	114.3013164	15.30371304	23.85558107	33.33701741	52.38475265	19.910982	51.82726525	14.37237446	115.8739221	37.01035655	36.57944162	59.55776315	13.32901151	52.9963856	39.91046105	23.21621812	9.409809527	26.53305222	28.75821728	20.70363537	73.44262223	123.3719843	17.60870302	24.9933823	132.975765	38.15099602	35.73812901	36.68278858	61.04193271	20.42538601	84.19503849	82.42857244	37.2747598	20.05824609	107.2311745	75.83153554	75.82176386	45.95821983	23.58374988	47.68667665	41.71880275	47.66412672	26.88085423	66.68743691	48.83021042	27.63488598	17.46043036	52.72169297	60.47401259	28.30835225	69.89210411	31.76370777	36.03896864	39.80648582	21.9861259	43.08581385	29.93988782	59.42422005	16.9796899	63.31873855	4.161277971	29.30092284	6.625785589	27.8759919	19.32624973	39.51099473	17.40755346	31.4650383	43.06385322	17.90942453	74.00593291	25.45321468	68.2404253	15.78023327	28.28009622	16.7105038	77.22042645	68.68032972	10.07839405	28.37169204	35.9409492	205.5216608	53.53109252	73.56612048	115.7684066	16.12593878	15.55751448	43.5029146	20.56647914	28.56198913	0	30.34568631	151.6959019	67.64818982	21.32044743
